image_path,category,final_score
datasets/ffhq/ffhq_04675.png,ffhq,30.470279693603516
datasets/ffhq/ffhq_02372.png,ffhq,77.68555450439453
datasets/ffhq/ffhq_00809.png,ffhq,65.01947021484375
datasets/ffhq/ffhq_04905.png,ffhq,88.26837921142578
datasets/ffhq/ffhq_03588.png,ffhq,53.45121765136719
datasets/ffhq/ffhq_03179.png,ffhq,66.30166625976562
datasets/ffhq/ffhq_00508.png,ffhq,81.5958480834961
datasets/ffhq/ffhq_00664.png,ffhq,27.587425231933594
datasets/ffhq/ffhq_04833.png,ffhq,64.449462890625
datasets/ffhq/ffhq_02199.png,ffhq,63.39231491088867
datasets/ffhq/ffhq_04303.png,ffhq,60.22956085205078
datasets/ffhq/ffhq_04342.png,ffhq,44.58436584472656
datasets/ffhq/ffhq_01991.png,ffhq,36.0
datasets/ffhq/ffhq_00039.png,ffhq,66.35786437988281
datasets/ffhq/ffhq_00796.png,ffhq,60.19780349731445
datasets/ffhq/ffhq_01456.png,ffhq,71.46652221679688
datasets/ffhq/ffhq_03977.png,ffhq,85.47368621826172
datasets/ffhq/ffhq_04937.png,ffhq,77.06846618652344
datasets/ffhq/ffhq_03986.png,ffhq,74.97023010253906
datasets/ffhq/ffhq_01727.png,ffhq,83.84374237060547
datasets/ffhq/ffhq_01140.png,ffhq,77.33934783935547
datasets/ffhq/ffhq_02887.png,ffhq,54.21135330200195
datasets/ffhq/ffhq_04891.png,ffhq,68.77052307128906
datasets/ffhq/ffhq_01013.png,ffhq,77.3807144165039
datasets/ffhq/ffhq_02762.png,ffhq,45.088722229003906
datasets/ffhq/ffhq_00571.png,ffhq,76.94412231445312
datasets/ffhq/ffhq_04597.png,ffhq,69.49755859375
datasets/ffhq/ffhq_01890.png,ffhq,86.54225158691406
datasets/ffhq/ffhq_00924.png,ffhq,63.59532928466797
datasets/ffhq/ffhq_02987.png,ffhq,23.70625114440918
datasets/ffhq/ffhq_03408.png,ffhq,69.41940307617188
datasets/ffhq/ffhq_03566.png,ffhq,48.303382873535156
datasets/ffhq/ffhq_01829.png,ffhq,81.55196380615234
datasets/ffhq/ffhq_01935.png,ffhq,72.61817169189453
datasets/ffhq/ffhq_02876.png,ffhq,75.08950805664062
datasets/ffhq/ffhq_02299.png,ffhq,46.97836685180664
datasets/ffhq/ffhq_02328.png,ffhq,61.585819244384766
datasets/ffhq/ffhq_01096.png,ffhq,41.092506408691406
datasets/ffhq/ffhq_01296.png,ffhq,43.31322479248047
datasets/ffhq/ffhq_02434.png,ffhq,68.303466796875
datasets/ffhq/ffhq_01557.png,ffhq,82.71502685546875
datasets/ffhq/ffhq_02039.png,ffhq,82.68438720703125
datasets/ffhq/ffhq_04253.png,ffhq,75.86528015136719
datasets/ffhq/ffhq_01751.png,ffhq,61.14223098754883
datasets/ffhq/ffhq_00850.png,ffhq,70.1106185913086
datasets/ffhq/ffhq_00845.png,ffhq,56.7766227722168
datasets/ffhq/ffhq_04323.png,ffhq,72.08265686035156
datasets/ffhq/ffhq_01994.png,ffhq,76.21845245361328
datasets/ffhq/ffhq_00339.png,ffhq,23.12449836730957
datasets/ffhq/ffhq_01308.png,ffhq,67.16612243652344
datasets/ffhq/ffhq_01477.png,ffhq,62.234981536865234
datasets/ffhq/ffhq_02863.png,ffhq,85.31138610839844
datasets/ffhq/ffhq_02908.png,ffhq,80.18653869628906
datasets/ffhq/ffhq_03400.png,ffhq,51.20812225341797
datasets/ffhq/ffhq_00262.png,ffhq,75.82819366455078
datasets/ffhq/ffhq_02554.png,ffhq,50.039268493652344
datasets/ffhq/ffhq_01578.png,ffhq,57.73372268676758
datasets/ffhq/ffhq_02759.png,ffhq,63.26120376586914
datasets/ffhq/ffhq_01952.png,ffhq,51.34998321533203
datasets/ffhq/ffhq_01913.png,ffhq,85.0
datasets/ffhq/ffhq_00978.png,ffhq,60.533172607421875
datasets/ffhq/ffhq_01402.png,ffhq,29.801145553588867
datasets/ffhq/ffhq_04549.png,ffhq,69.283447265625
datasets/ffhq/ffhq_03727.png,ffhq,72.14784240722656
datasets/ffhq/ffhq_03353.png,ffhq,75.44591522216797
datasets/ffhq/ffhq_00555.png,ffhq,66.4421157836914
